doc_no,case_id,severity,message
0055,sci_evo_0055,warning,step 3: numeric tokens not in this step evidence quote: 32
0055,sci_evo_0055,warning,step 4: numeric tokens not in this step evidence quote: 16
0055,sci_evo_0055,warning,"step 5: numeric tokens not in this step evidence quote: 10, 16, 6, 9"
0055,sci_evo_0055,warning,"step 8: numeric tokens not in this step evidence quote: 0.39, 2.12, 52.91"
0055,sci_evo_0055,warning,step 9: numeric tokens not in this step evidence quote: 16
0055,sci_evo_0055,warning,phase_backtrack_count=5
0056,sci_evo_0056,warning,step 8: numeric tokens not in this step evidence quote: 0.5
0056,sci_evo_0056,warning,"step 11: numeric tokens not in this step evidence quote: 0.5, 99"
0057,sci_evo_0057,warning,"step 1: numeric tokens not in this step evidence quote: 01, 10000, 5"
0057,sci_evo_0057,warning,step 2: numeric tokens not found in full paper after normalization: 63000
0057,sci_evo_0057,warning,"step 2: numeric tokens not in this step evidence quote: 1000, 63000"
0057,sci_evo_0057,warning,step 3: numeric tokens not in this step evidence quote: 0.1
0057,sci_evo_0057,warning,"step 4: numeric tokens not in this step evidence quote: 0.9, 25"
0057,sci_evo_0057,warning,step 6: numeric tokens not in this step evidence quote: 0.1
0058,sci_evo_0058,warning,step 3: numeric tokens not in this step evidence quote: 690257
0058,sci_evo_0058,warning,step 4: numeric tokens not in this step evidence quote: 1.2
0058,sci_evo_0058,warning,step 10: numeric tokens not in this step evidence quote: 9.8
0058,sci_evo_0058,warning,phase_backtrack_count=4
0059,sci_evo_0059,warning,step 1: numeric tokens not in this step evidence quote: 2
0059,sci_evo_0059,warning,step 7: numeric tokens not in this step evidence quote: 6
0059,sci_evo_0059,warning,step 11: numeric tokens not in this step evidence quote: 2
0059,sci_evo_0059,warning,phase_backtrack_count=5
0061,sci_evo_0061,warning,"step 3: numeric tokens not in this step evidence quote: 00, 40"
0061,sci_evo_0061,warning,step 10: numeric tokens not in this step evidence quote: 10
0061,sci_evo_0061,warning,phase_backtrack_count=3
0062,sci_evo_0062,warning,"step 3: numeric tokens not in this step evidence quote: 3.7, 37, 4.7"
0062,sci_evo_0062,warning,step 7: numeric tokens not in this step evidence quote: 10
0062,sci_evo_0062,warning,phase_backtrack_count=1
0064,sci_evo_0064,warning,step 4: numeric tokens not in this step evidence quote: 4
0064,sci_evo_0064,warning,step 8: numeric tokens not in this step evidence quote: 10
0064,sci_evo_0064,warning,step 9: numeric tokens not in this step evidence quote: 7-16
0067,sci_evo_0067,warning,step 7: numeric tokens not in this step evidence quote: 37
0067,sci_evo_0067,warning,step 8: numeric tokens not in this step evidence quote: 115
0067,sci_evo_0067,warning,phase_backtrack_count=2
0067,sci_evo_0067,warning,evidence_quote_reused_3plus=2
0068,sci_evo_0068,warning,"step 9: numeric tokens not in this step evidence quote: 2, 4"
0068,sci_evo_0068,warning,phase_backtrack_count=5
0069,sci_evo_0069,warning,step 4: numeric tokens not in this step evidence quote: 10.1
0069,sci_evo_0069,warning,phase_backtrack_count=1
0069,sci_evo_0069,warning,evidence_quote_reused_3plus=2
0071,sci_evo_0071,warning,step 3: numeric tokens not in this step evidence quote: 20
0071,sci_evo_0071,warning,phase_backtrack_count=3
0071,sci_evo_0071,warning,evidence_quote_reused_3plus=1
0072,sci_evo_0072,warning,step 2: numeric tokens not in this step evidence quote: 9
0072,sci_evo_0072,warning,"step 4: numeric tokens not in this step evidence quote: 0.2, 0.5, 1.0, 3.0, 5.0"
0072,sci_evo_0072,warning,phase_backtrack_count=2
0072,sci_evo_0072,warning,evidence_quote_reused_3plus=1
0073,sci_evo_0073,warning,step 1: numeric tokens not in this step evidence quote: 129
0073,sci_evo_0073,warning,step 3: numeric tokens not in this step evidence quote: 92
0073,sci_evo_0073,warning,"step 4: numeric tokens not found in full paper after normalization: 32.5, 37.5, 42.5, 47.5"
0073,sci_evo_0073,warning,"step 4: numeric tokens not in this step evidence quote: 0.1, 32.5, 34.9-46.0, 35, 37.5, 39.9, 40, 42.5, 45, 47.5"
0073,sci_evo_0073,warning,step 5: numeric tokens not in this step evidence quote: 4
0073,sci_evo_0073,warning,"step 6: numeric tokens not in this step evidence quote: 1.9, 2.6, 2.75"
0073,sci_evo_0073,warning,"step 7: numeric tokens not in this step evidence quote: 0.07, 0.24, 0.27"
0073,sci_evo_0073,warning,"step 8: numeric tokens not in this step evidence quote: 21.0, 25.8"
0073,sci_evo_0073,warning,"step 9: numeric tokens not in this step evidence quote: 0.16, 0.30, 0.69"
0073,sci_evo_0073,warning,evidence_quote_reused_3plus=2
0074,sci_evo_0074,warning,"step 10: numeric tokens not in this step evidence quote: 1.2, 10, 44, 45, 50, 8.0"
0074,sci_evo_0074,warning,evidence_quote_reused_3plus=1
0075,sci_evo_0075,warning,phase_backtrack_count=6
0076,sci_evo_0076,warning,step 2: numeric tokens not in this step evidence quote: 26840
0076,sci_evo_0076,warning,step 5: numeric tokens not in this step evidence quote: 0.005-0.01
0076,sci_evo_0076,warning,step 6: numeric tokens not in this step evidence quote: 101515
0076,sci_evo_0076,warning,phase_backtrack_count=1
0078,sci_evo_0078,warning,"step 2: numeric tokens not found in full paper after normalization: 2.0x106, 4.0x106"
0078,sci_evo_0078,warning,"step 2: numeric tokens not in this step evidence quote: 2.0x106, 4.0x106"
0078,sci_evo_0078,warning,step 3: numeric tokens not in this step evidence quote: 65
0078,sci_evo_0078,warning,"step 4: numeric tokens not in this step evidence quote: 13.9, 57.0, 74.4"
0078,sci_evo_0078,warning,step 7: numeric tokens not in this step evidence quote: 55
0078,sci_evo_0078,warning,step 8: numeric tokens not found in full paper after normalization: 27.2-71.6
0078,sci_evo_0078,warning,"step 8: numeric tokens not in this step evidence quote: 1.34x105, 10, 27.2-71.6"
0078,sci_evo_0078,warning,step 10: numeric tokens not in this step evidence quote: 10
0078,sci_evo_0078,warning,step 11: numeric tokens not in this step evidence quote: 10
0078,sci_evo_0078,warning,phase_backtrack_count=1
0079,sci_evo_0079,warning,step 1: numeric tokens not in this step evidence quote: 5
0079,sci_evo_0079,warning,step 4: numeric tokens not in this step evidence quote: 5
0079,sci_evo_0079,warning,"step 8: numeric tokens not in this step evidence quote: 256, 8"
0079,sci_evo_0079,warning,phase_backtrack_count=3
0080,sci_evo_0080,warning,step 5: numeric tokens not in this step evidence quote: 5
0080,sci_evo_0080,warning,step 9: numeric tokens not in this step evidence quote: 0.1
0080,sci_evo_0080,warning,step 12: numeric tokens not in this step evidence quote: 6.0
0080,sci_evo_0080,warning,evidence_quote_reused_3plus=1
0081,sci_evo_0081,warning,"step 2: numeric tokens not in this step evidence quote: 10, 30000"
0081,sci_evo_0081,warning,step 6: numeric tokens not in this step evidence quote: 2.40
0081,sci_evo_0081,warning,"step 7: numeric tokens not in this step evidence quote: 0.6, 0.7"
0081,sci_evo_0081,warning,phase_backtrack_count=3
0084,sci_evo_0084,warning,step 2: numeric tokens not in this step evidence quote: 90
0084,sci_evo_0084,warning,step 6: numeric tokens not in this step evidence quote: 2810
0085,sci_evo_0085,warning,step 7: numeric tokens not in this step evidence quote: 200
0086,sci_evo_0086,warning,"step 2: numeric tokens not in this step evidence quote: 0.0001, 15000, 1872, 200, 420, 500"
0086,sci_evo_0086,warning,step 8: numeric tokens not in this step evidence quote: 20
0087,sci_evo_0087,warning,"step 2: numeric tokens not in this step evidence quote: 3.5, 5.5"
0087,sci_evo_0087,warning,evidence_quote_reused_3plus=1
0088,sci_evo_0088,warning,step 1: numeric tokens not in this step evidence quote: 6
0088,sci_evo_0088,warning,"step 2: numeric tokens not in this step evidence quote: 00, 15"
0088,sci_evo_0088,warning,"step 3: numeric tokens not in this step evidence quote: 00, 15"
0088,sci_evo_0088,warning,"step 9: numeric tokens not in this step evidence quote: 25, 34"
0088,sci_evo_0088,warning,evidence_quote_reused_3plus=1
0091,sci_evo_0091,warning,"step 2: numeric tokens not in this step evidence quote: 10, 2.0"
0091,sci_evo_0091,warning,"step 3: numeric tokens not in this step evidence quote: 0.331, 0.467, 0.892"
0091,sci_evo_0091,warning,"step 4: numeric tokens not in this step evidence quote: 0.395, 0.536, 0.789"
0091,sci_evo_0091,warning,step 8: numeric tokens not in this step evidence quote: 2.0
0091,sci_evo_0091,warning,step 9: numeric tokens not found in full paper after normalization: 96.41
0091,sci_evo_0091,warning,"step 9: numeric tokens not in this step evidence quote: 0.22-0.27, 58.32, 96.41"
0091,sci_evo_0091,warning,phase_backtrack_count=1
0092,sci_evo_0092,warning,step 3: numeric tokens not in this step evidence quote: 1.5-5.3
0092,sci_evo_0092,warning,"step 6: numeric tokens not found in full paper after normalization: 0.87-1.34, 37.7-90.7, 50.5-79.0"
0092,sci_evo_0092,warning,"step 6: numeric tokens not in this step evidence quote: 0.82, 0.87-1.34, 37.7-90.7, 50.5-79.0, 73.1, 88.7"
0092,sci_evo_0092,warning,step 7: numeric tokens not in this step evidence quote: 2.6
0092,sci_evo_0092,warning,phase_backtrack_count=2
0093,sci_evo_0093,warning,step 1: numeric tokens not in this step evidence quote: 6
0093,sci_evo_0093,warning,"step 2: numeric tokens not in this step evidence quote: 200, 37"
0093,sci_evo_0093,warning,step 3: numeric tokens not in this step evidence quote: 4
0093,sci_evo_0093,warning,step 10: numeric tokens not in this step evidence quote: 4
0093,sci_evo_0093,warning,phase_backtrack_count=3
0094,sci_evo_0094,warning,"step 2: numeric tokens not in this step evidence quote: 12-18, 300-900"
0094,sci_evo_0094,warning,phase_backtrack_count=1
0095,sci_evo_0095,warning,phase_backtrack_count=8
0095,sci_evo_0095,warning,evidence_quote_reused_3plus=2
0097,sci_evo_0097,warning,step 7: numeric tokens not in this step evidence quote: 2-8
0097,sci_evo_0097,warning,step 10: numeric tokens not in this step evidence quote: 40
0097,sci_evo_0097,warning,phase_backtrack_count=2
0098,sci_evo_0098,warning,step 2: numeric tokens not in this step evidence quote: 1.8
0098,sci_evo_0098,warning,step 7: numeric tokens not in this step evidence quote: 5
0098,sci_evo_0098,warning,step 9: numeric tokens not in this step evidence quote: 20
0103,sci_evo_0103,warning,step 3: numeric tokens not in this step evidence quote: 200000
0103,sci_evo_0103,warning,step 4: numeric tokens not in this step evidence quote: 100000
0103,sci_evo_0103,warning,"step 6: numeric tokens not in this step evidence quote: 0.11, 0.13, 0.19, 0.3, 0.66, 1537"
0103,sci_evo_0103,warning,"step 10: numeric tokens not in this step evidence quote: 40, 93"
0103,sci_evo_0103,warning,phase_backtrack_count=1
0107,sci_evo_0107,warning,step 4: numeric tokens not in this step evidence quote: 768
0107,sci_evo_0107,warning,step 5: numeric tokens not in this step evidence quote: 3
0107,sci_evo_0107,warning,step 10: numeric tokens not in this step evidence quote: 6
0107,sci_evo_0107,warning,phase_backtrack_count=2
0108,sci_evo_0108,warning,step 4: numeric tokens not in this step evidence quote: 18
0108,sci_evo_0108,warning,step 5: numeric tokens not in this step evidence quote: 99
0108,sci_evo_0108,warning,step 7: numeric tokens not in this step evidence quote: 20
0108,sci_evo_0108,warning,phase_backtrack_count=1
0111,sci_evo_0111,warning,step 7: numeric tokens not in this step evidence quote: 8
0111,sci_evo_0111,warning,step 8: numeric tokens not in this step evidence quote: 5
0111,sci_evo_0111,warning,phase_backtrack_count=3
0113,sci_evo_0113,warning,"step 7: numeric tokens not in this step evidence quote: 2, 20"
0113,sci_evo_0113,warning,step 10: numeric tokens not in this step evidence quote: 200
0113,sci_evo_0113,warning,phase_backtrack_count=2
0114,sci_evo_0114,warning,step 2: numeric tokens not in this step evidence quote: 9
0114,sci_evo_0114,warning,step 6: numeric tokens not in this step evidence quote: 28
0114,sci_evo_0114,warning,"step 7: numeric tokens not in this step evidence quote: 10, 56-85, 8"
0114,sci_evo_0114,warning,step 8: numeric tokens not in this step evidence quote: 8
0114,sci_evo_0114,warning,step 10: numeric tokens not in this step evidence quote: 14
0114,sci_evo_0114,warning,phase_backtrack_count=1
0115,sci_evo_0115,warning,"step 3: numeric tokens not in this step evidence quote: 38, 90"
0115,sci_evo_0115,warning,"step 10: numeric tokens not in this step evidence quote: 0.7, 3.6, 30, 5.5, 500, 80"
0116,sci_evo_0116,warning,step 6: numeric tokens not in this step evidence quote: 4
0116,sci_evo_0116,warning,"step 8: numeric tokens not in this step evidence quote: 2.5, 3, 34, 6, 7.7"
0116,sci_evo_0116,warning,"step 11: numeric tokens not in this step evidence quote: 10, 110"
0117,sci_evo_0117,warning,step 3: numeric tokens not in this step evidence quote: 3
0117,sci_evo_0117,warning,step 10: numeric tokens not in this step evidence quote: 82
0117,sci_evo_0117,warning,"step 12: numeric tokens not in this step evidence quote: 1.4, 1.40, 1.72"
0117,sci_evo_0117,warning,phase_backtrack_count=1
0118,sci_evo_0118,warning,step 3: numeric tokens not in this step evidence quote: 1
0118,sci_evo_0118,warning,"step 4: numeric tokens not in this step evidence quote: 0.25, 22"
0118,sci_evo_0118,warning,"step 5: numeric tokens not in this step evidence quote: 0.01, 0.05, 1.5, 7"
0118,sci_evo_0118,warning,step 7: numeric tokens not in this step evidence quote: 63.6
0118,sci_evo_0118,warning,"step 9: numeric tokens not in this step evidence quote: 11.60, 11.78, 4.31"
0118,sci_evo_0118,warning,phase_backtrack_count=3
0118,sci_evo_0118,warning,evidence_quote_reused_3plus=1
0119,sci_evo_0119,warning,"step 3: numeric tokens not in this step evidence quote: 0.50, 1, 2, 3"
0119,sci_evo_0119,warning,step 5: numeric tokens not in this step evidence quote: 0.50
0119,sci_evo_0119,warning,step 6: numeric tokens not in this step evidence quote: 3.24-3.32
0119,sci_evo_0119,warning,step 8: numeric tokens not in this step evidence quote: 77.33-116.14
0119,sci_evo_0119,warning,phase_backtrack_count=1
0119,sci_evo_0119,warning,evidence_quote_reused_3plus=1
0120,sci_evo_0120,warning,"step 2: numeric tokens not in this step evidence quote: 135, 25"
0120,sci_evo_0120,warning,step 3: numeric tokens not in this step evidence quote: 3-26
0120,sci_evo_0120,warning,"step 4: numeric tokens not in this step evidence quote: 4, 5, 9"
0120,sci_evo_0120,warning,"step 6: numeric tokens not in this step evidence quote: 4.0, 6x105"
0120,sci_evo_0120,warning,step 7: numeric tokens not in this step evidence quote: 2.5
0120,sci_evo_0120,warning,"step 8: numeric tokens not in this step evidence quote: 15, 8"
0120,sci_evo_0120,warning,"step 9: numeric tokens not in this step evidence quote: 0.1, 2"
0120,sci_evo_0120,warning,phase_backtrack_count=4
0121,sci_evo_0121,warning,phase_backtrack_count=1
0122,sci_evo_0122,warning,"step 6: numeric tokens not in this step evidence quote: 1.6, 3.6"
0123,sci_evo_0123,warning,"step 2: numeric tokens not in this step evidence quote: 034, 3114"
0123,sci_evo_0123,warning,"step 3: numeric tokens not in this step evidence quote: 0-30, 30"
0123,sci_evo_0123,warning,step 4: numeric tokens not found in full paper after normalization: 4x105
0123,sci_evo_0123,warning,"step 4: numeric tokens not in this step evidence quote: 0.1, 4x105"
0123,sci_evo_0123,warning,step 6: numeric tokens not in this step evidence quote: 27
0123,sci_evo_0123,warning,"step 11: numeric tokens not in this step evidence quote: 2.9, 208.5, 3.3, 72.2"
0123,sci_evo_0123,warning,phase_backtrack_count=3
0127,sci_evo_0127,warning,"step 4: numeric tokens not in this step evidence quote: 1x105, 5x104"
0127,sci_evo_0127,warning,"step 6: numeric tokens not in this step evidence quote: 473, 517"
0127,sci_evo_0127,warning,phase_backtrack_count=1
0128,sci_evo_0128,warning,"step 2: numeric tokens not in this step evidence quote: 1.08x106, 46, 9, 96"
0128,sci_evo_0128,warning,"step 3: numeric tokens not in this step evidence quote: 8.0x103, 8.0x105"
0128,sci_evo_0128,warning,step 4: numeric tokens not in this step evidence quote: 2.7
0128,sci_evo_0128,warning,step 5: numeric tokens not in this step evidence quote: 17
0128,sci_evo_0128,warning,step 7: numeric tokens not in this step evidence quote: 1x106
0128,sci_evo_0128,warning,"step 10: numeric tokens not in this step evidence quote: 1.3, 11, 14"
0128,sci_evo_0128,warning,"step 12: numeric tokens not in this step evidence quote: 17, 2.7"
0128,sci_evo_0128,warning,phase_backtrack_count=2
0128,sci_evo_0128,warning,evidence_quote_reused_3plus=1
0129,sci_evo_0129,warning,"step 4: numeric tokens not in this step evidence quote: 12, 24, 4"
0129,sci_evo_0129,warning,phase_backtrack_count=1
0132,sci_evo_0132,warning,"step 2: numeric tokens not in this step evidence quote: 13, 2000"
0132,sci_evo_0132,warning,step 4: numeric tokens not in this step evidence quote: 10
0133,sci_evo_0133,warning,step 2: numeric tokens not in this step evidence quote: 496398
0133,sci_evo_0133,warning,step 3: numeric tokens not in this step evidence quote: 75
0133,sci_evo_0133,warning,step 4: numeric tokens not in this step evidence quote: 20
0133,sci_evo_0133,warning,"step 6: numeric tokens not in this step evidence quote: 10, 14, 2, 72"
0133,sci_evo_0133,warning,"step 7: numeric tokens not in this step evidence quote: 02, 04, 068, 10, 20, 3.6, 4, 5.4, 8.2"
0133,sci_evo_0133,warning,phase_backtrack_count=1
0134,sci_evo_0134,warning,step 3: numeric tokens not in this step evidence quote: 000233375.1
0134,sci_evo_0134,warning,step 6: numeric tokens not in this step evidence quote: 3649
0134,sci_evo_0134,warning,"step 9: numeric tokens not in this step evidence quote: 2.5, 40214"
0134,sci_evo_0134,warning,"step 11: numeric tokens not in this step evidence quote: 100, 63, 87"
0137,sci_evo_0137,warning,step 6: numeric tokens not in this step evidence quote: 150-3939
0137,sci_evo_0137,warning,step 7: numeric tokens not in this step evidence quote: 93
0137,sci_evo_0137,warning,step 8: numeric tokens not in this step evidence quote: 30
0137,sci_evo_0137,warning,phase_backtrack_count=3
0137,sci_evo_0137,warning,evidence_quote_reused_3plus=2
